District,Crop,Soil,Area_Hectares,Motor_HP,Total_Liters_Used,Irrigation_Hours
Faisalabad,Rice,Loam,18.5,30.0,23442631.53,169.54
Faisalabad,Sugarcane,Loam,2.57,20.0,3773433.86,39.23
Bahawalpur,Maize,Loam,6.21,20.0,6935963.83,95.43
Multan,Cotton,Sandy,18.0,7.5,29843451.41,575.78
Faisalabad,Rice,Sandy,11.66,10.0,17965024.21,409.21
Sukkur,Rice,Clay,17.99,30.0,21189305.11,66.36
Lahore,Wheat,Sandy,4.82,7.5,9830699.89,299.2
Hyderabad,Rice,Clay,18.42,7.5,16917114.33,167.98
Hyderabad,Cotton,Loam,3.34,30.0,3815118.68,9.36
Lahore,Wheat,Clay,11.3,10.0,8185286.71,195.34
Sargodha,Cotton,Clay,12.47,50.0,12794884.13,27.45
Bahawalpur,Sugarcane,Sandy,9.45,7.5,14698065.37,553.53
Hyderabad,Cotton,Sandy,18.99,50.0,27326935.29,37.49
Sargodha,Cotton,Sandy,11.6,20.0,17486955.68,95.33
Hyderabad,Cotton,Sandy,12.72,5.0,17963147.36,257.77
Bahawalpur,Wheat,Clay,12.18,25.0,9465271.38,98.02
Lahore,Maize,Loam,7.68,5.0,8397138.07,404.1
Sargodha,Maize,Loam,14.86,25.0,10680280.06,45.77
Sukkur,Sugarcane,Sandy,18.68,40.0,29560003.81,66.89
Multan,Maize,Clay,2.23,20.0,2145132.39,15.1
Multan,Rice,Clay,9.88,10.0,10885596.32,161.02
Bahawalpur,Wheat,Clay,15.87,20.0,11595789.27,161.54
Bahawalpur,Sugarcane,Sandy,4.0,30.0,6664855.49,57.23
Hyderabad,Wheat,Sandy,2.91,25.0,4610216.49,13.69
Hyderabad,Cotton,Sandy,5.78,10.0,8598642.36,59.36
Lahore,Wheat,Sandy,1.4,10.0,2055064.88,49.57
Hyderabad,Rice,Sandy,11.34,40.0,19985578.25,36.24
Sargodha,Rice,Sandy,1.13,10.0,2349074.37,24.39
Sargodha,Maize,Clay,3.06,15.0,2426643.71,17.39
Faisalabad,Wheat,Loam,19.29,5.0,21809570.91,901.78
Faisalabad,Cotton,Loam,16.62,20.0,23253481.53,259.04
Multan,Rice,Clay,7.87,30.0,7994577.07,39.46
Sargodha,Maize,Sandy,6.84,10.0,9765024.99,110.43
Faisalabad,Rice,Clay,13.33,50.0,18724707.3,79.85
Faisalabad,Maize,Sandy,17.94,30.0,29787937.36,209.7
Sukkur,Maize,Sandy,1.86,10.0,2431092.32,22.25
Bahawalpur,Sugarcane,Loam,5.37,5.0,8579611.42,483.44
Multan,Cotton,Sandy,4.56,5.0,8040147.78,232.55
Bahawalpur,Wheat,Loam,3.39,40.0,3661678.45,25.5
Faisalabad,Wheat,Clay,16.26,15.0,15770078.34,216.05
Faisalabad,Wheat,Clay,9.77,5.0,7618150.7,347.05
Faisalabad,Cotton,Sandy,2.76,5.0,4073276.05,168.4
Hyderabad,Wheat,Clay,9.92,10.0,8896718.64,61.1
Bahawalpur,Wheat,Loam,15.54,30.0,19870875.42,177.73
Bahawalpur,Rice,Sandy,10.34,25.0,15817967.69,165.14
Sargodha,Maize,Clay,7.92,20.0,6392180.74,35.14
Lahore,Maize,Loam,8.78,10.0,7138955.77,164.81
Faisalabad,Rice,Loam,11.89,10.0,18127146.45,398.75
Bahawalpur,Maize,Clay,2.5,50.0,1662699.45,9.23
Faisalabad,Wheat,Sandy,1.35,40.0,1843769.96,9.57
Sargodha,Maize,Sandy,3.78,10.0,6237470.17,65.71
Multan,Maize,Sandy,15.67,30.0,24413210.18,119.32
Sukkur,Maize,Clay,19.23,7.5,17869160.84,211.73
Sukkur,Rice,Loam,8.39,15.0,14197043.73,86.28
Sargodha,Rice,Clay,13.78,15.0,15031354.6,112.36
Faisalabad,Rice,Loam,9.51,40.0,15054916.99,78.03
Hyderabad,Rice,Sandy,1.87,20.0,3251726.56,11.61
Faisalabad,Maize,Sandy,12.91,20.0,24797001.62,277.28
Faisalabad,Wheat,Sandy,14.31,25.0,23544026.46,213.91
Multan,Maize,Loam,17.67,10.0,18509165.82,278.69
Multan,Sugarcane,Clay,3.2,15.0,4271920.45,42.48
Sukkur,Maize,Sandy,9.37,15.0,15595749.04,89.5
Hyderabad,Cotton,Sandy,14.49,15.0,24861229.57,121.9
Faisalabad,Sugarcane,Loam,7.09,15.0,7452755.99,110.72
Hyderabad,Maize,Sandy,12.51,20.0,19010835.55,65.62
Faisalabad,Cotton,Clay,1.72,40.0,1663315.28,8.76
Sukkur,Maize,Sandy,12.63,30.0,15975107.5,46.58
Multan,Cotton,Clay,7.21,40.0,6640882.46,24.47
Sargodha,Sugarcane,Sandy,15.96,30.0,28297728.58,102.64
Lahore,Sugarcane,Loam,10.97,5.0,15000252.42,668.29
Bahawalpur,Cotton,Sandy,4.62,10.0,8330730.22,222.99
Multan,Maize,Loam,19.15,10.0,17238079.54,247.46
Sargodha,Cotton,Sandy,16.26,5.0,24974638.12,516.97
Sargodha,Cotton,Sandy,14.41,5.0,18154714.13,405.6
Lahore,Wheat,Loam,13.32,10.0,13775687.22,320.42
Hyderabad,Wheat,Loam,7.94,40.0,9985123.48,17.6
Bahawalpur,Maize,Loam,18.64,5.0,16204370.21,871.18
Lahore,Rice,Sandy,15.22,50.0,27748718.31,127.97
Sargodha,Maize,Sandy,16.32,25.0,24305272.2,100.21
Faisalabad,Sugarcane,Sandy,9.8,40.0,16429894.77,84.51
Lahore,Maize,Clay,6.75,30.0,4424942.43,35.01
Faisalabad,Cotton,Clay,1.82,15.0,2268122.57,32.34
Sargodha,Sugarcane,Clay,6.11,40.0,5745781.59,16.06
Lahore,Sugarcane,Sandy,1.78,30.0,3292196.01,26.05
Multan,Wheat,Clay,13.41,50.0,12587264.97,36.01
Lahore,Maize,Sandy,10.99,10.0,12442726.89,292.92
Sargodha,Sugarcane,Clay,15.52,40.0,16567354.87,42.93
Sukkur,Sugarcane,Clay,15.14,30.0,14090619.23,40.46
Sukkur,Rice,Loam,1.6,5.0,2196775.28,40.99
Bahawalpur,Rice,Clay,8.26,5.0,10454532.58,590.58
Sukkur,Wheat,Sandy,2.02,25.0,3202201.93,11.45
Bahawalpur,Maize,Loam,3.46,30.0,3948672.2,36.09
Lahore,Sugarcane,Loam,5.19,10.0,7280419.44,176.78
Bahawalpur,Rice,Loam,14.79,25.0,18322340.99,205.77
Faisalabad,Sugarcane,Loam,16.88,5.0,25199407.16,1039.34
Hyderabad,Maize,Clay,11.46,5.0,11476230.63,158.75
Sargodha,Sugarcane,Loam,17.7,25.0,21427178.56,89.72
Sargodha,Wheat,Sandy,7.57,7.5,12092893.56,175.9
Sukkur,Rice,Clay,17.27,15.0,20000568.12,118.97
Sargodha,Wheat,Loam,4.19,30.0,4713049.51,17.45
Sargodha,Maize,Sandy,3.97,15.0,5496844.71,41.72
Sukkur,Sugarcane,Sandy,4.97,15.0,8759755.78,50.18
Sargodha,Sugarcane,Loam,8.84,5.0,11523839.45,255.05
Sukkur,Wheat,Clay,4.16,30.0,4217330.97,12.28
Faisalabad,Maize,Sandy,4.03,25.0,4681034.02,39.85
Hyderabad,Cotton,Loam,3.74,30.0,4034061.45,9.61
Hyderabad,Wheat,Sandy,4.15,50.0,4708501.06,6.64
Faisalabad,Sugarcane,Sandy,10.01,40.0,21797185.74,116.8
Faisalabad,Wheat,Clay,7.05,10.0,7017311.49,155.09
Multan,Wheat,Sandy,9.33,20.0,16648396.81,117.81
Lahore,Maize,Loam,14.17,40.0,15957165.0,97.02
Faisalabad,Rice,Loam,13.92,20.0,19065345.48,204.19
Hyderabad,Cotton,Sandy,15.25,7.5,19561224.61,190.53
Sukkur,Sugarcane,Clay,5.01,40.0,4666194.96,10.93
Multan,Cotton,Loam,1.39,15.0,2051173.55,18.92
Bahawalpur,Wheat,Sandy,4.15,7.5,8602573.78,325.65
Sukkur,Wheat,Clay,13.88,15.0,11083318.04,68.65
Sargodha,Rice,Sandy,18.19,40.0,32466669.75,91.27
Sargodha,Rice,Sandy,2.31,15.0,5412204.98,40.68
Lahore,Rice,Sandy,3.38,10.0,7414231.84,176.56
Lahore,Cotton,Clay,4.76,7.5,3418123.99,102.69
Bahawalpur,Cotton,Clay,13.46,40.0,14332315.42,98.65
Sargodha,Cotton,Loam,6.35,7.5,7018610.02,101.8
Bahawalpur,Rice,Clay,8.36,15.0,10879552.59,189.48
Bahawalpur,Wheat,Loam,17.13,50.0,16497666.21,87.08
Sukkur,Wheat,Sandy,13.46,50.0,24587246.29,45.04
Faisalabad,Cotton,Loam,17.09,50.0,19367621.4,87.39
Multan,Rice,Clay,16.86,5.0,18499649.09,526.19
Sargodha,Rice,Sandy,17.0,5.0,35432720.34,756.88
Sukkur,Rice,Sandy,16.98,50.0,28260405.79,52.18
Multan,Maize,Clay,4.43,10.0,2577050.71,37.82
Faisalabad,Cotton,Loam,6.61,30.0,7189711.22,52.67
Bahawalpur,Cotton,Loam,10.17,5.0,12341781.64,671.43
Sargodha,Wheat,Loam,7.1,5.0,6372909.89,133.55
Sukkur,Maize,Loam,14.72,15.0,15482018.4,92.23
Hyderabad,Cotton,Loam,7.62,25.0,8243510.04,23.98
Faisalabad,Rice,Clay,6.18,30.0,7631008.76,55.03
Hyderabad,Sugarcane,Sandy,10.56,30.0,14868860.34,34.79
Hyderabad,Rice,Loam,6.03,15.0,9922186.46,50.27
Bahawalpur,Rice,Clay,7.01,15.0,10138486.45,185.21
Sukkur,Cotton,Loam,10.62,10.0,10181171.54,88.83
Lahore,Rice,Sandy,12.69,7.5,22282762.46,686.69
Sargodha,Wheat,Loam,16.3,30.0,22468239.31,80.01
Sargodha,Maize,Loam,8.09,5.0,7950208.32,165.46
Faisalabad,Rice,Loam,8.35,40.0,10214093.11,57.69
Bahawalpur,Maize,Loam,13.34,5.0,11596992.35,595.63
Lahore,Wheat,Loam,16.36,20.0,17108251.92,198.27
Lahore,Rice,Clay,3.79,25.0,4683499.95,45.82
Hyderabad,Cotton,Clay,16.83,10.0,15634424.88,111.9
Multan,Sugarcane,Sandy,9.4,25.0,20066461.46,110.78
Faisalabad,Maize,Loam,9.74,15.0,10661412.44,153.7
Sukkur,Sugarcane,Sandy,3.06,20.0,5557657.05,24.89
Sukkur,Rice,Clay,8.48,10.0,10881812.28,97.68
Multan,Wheat,Loam,16.51,5.0,15029353.21,434.32
Multan,Sugarcane,Loam,6.63,10.0,8443955.38,125.09
Bahawalpur,Maize,Sandy,3.34,15.0,4886061.9,91.13
Hyderabad,Maize,Loam,3.52,30.0,3829269.8,9.41
Multan,Cotton,Sandy,9.74,30.0,14094371.88,65.35
Bahawalpur,Sugarcane,Sandy,10.9,30.0,20441116.41,184.26
Sukkur,Wheat,Loam,3.82,15.0,3497598.06,21.14
Sukkur,Rice,Clay,16.04,40.0,15490007.62,34.86
Hyderabad,Cotton,Sandy,18.76,5.0,24456385.84,358.04
Sukkur,Cotton,Sandy,14.92,20.0,27373709.68,121.88
Bahawalpur,Cotton,Clay,18.61,10.0,18456403.68,497.65
Faisalabad,Wheat,Sandy,15.61,5.0,25267788.3,1051.22
Sukkur,Cotton,Sandy,14.81,30.0,23389383.68,66.96
Hyderabad,Wheat,Loam,14.22,15.0,10433061.73,52.61
Faisalabad,Wheat,Sandy,2.77,15.0,4255185.15,62.88
Sargodha,Rice,Clay,8.48,40.0,9539647.13,26.77
Sukkur,Rice,Loam,16.64,15.0,21727669.65,132.58
Bahawalpur,Wheat,Loam,11.63,5.0,12206568.21,652.59
Bahawalpur,Rice,Clay,3.34,40.0,4062316.43,27.11
Faisalabad,Rice,Loam,12.91,5.0,19918387.01,832.4
Bahawalpur,Sugarcane,Sandy,8.19,20.0,12806732.11,176.24
Faisalabad,Cotton,Sandy,9.3,40.0,16763318.99,87.83
Sargodha,Wheat,Clay,19.64,40.0,16070946.71,41.81
Sargodha,Wheat,Clay,19.8,30.0,16107204.37,56.31
Sukkur,Sugarcane,Clay,6.82,7.5,8059856.07,97.59
Bahawalpur,Rice,Sandy,1.24,10.0,2600318.64,72.04
Multan,Rice,Loam,2.52,5.0,3309255.12,96.91
Sargodha,Wheat,Sandy,3.21,40.0,4474108.56,12.47
Multan,Sugarcane,Clay,14.54,10.0,11886967.62,177.42
Sargodha,Maize,Sandy,3.03,15.0,4405059.31,30.9
Multan,Cotton,Clay,12.29,30.0,10934626.56,55.14
Sargodha,Rice,Clay,10.34,30.0,10708270.01,36.89
Sukkur,Cotton,Clay,18.42,40.0,14414323.51,33.42
Faisalabad,Rice,Clay,10.47,7.5,12954147.74,361.92
Sargodha,Maize,Sandy,6.18,15.0,8398640.14,60.58
Hyderabad,Cotton,Loam,18.13,20.0,20966499.92,73.33
Multan,Sugarcane,Clay,3.86,30.0,3569960.4,17.42
Multan,Sugarcane,Sandy,18.01,40.0,40096806.66,148.53
Bahawalpur,Maize,Sandy,1.87,30.0,2768258.55,24.23
Faisalabad,Rice,Sandy,16.49,5.0,29923681.04,1285.61
Sukkur,Cotton,Clay,3.52,40.0,3024289.38,6.87
Sukkur,Cotton,Sandy,17.08,25.0,32316711.84,115.98
Bahawalpur,Cotton,Loam,2.15,10.0,2585912.2,71.28
Sukkur,Rice,Loam,5.92,10.0,8158587.3,76.49
Hyderabad,Sugarcane,Loam,7.61,20.0,7071168.04,25.33
Sargodha,Sugarcane,Clay,18.11,25.0,20240981.64,92.17
Multan,Sugarcane,Loam,4.95,30.0,7834444.68,38.6
Faisalabad,Cotton,Loam,8.62,20.0,8984556.89,97.46
Faisalabad,Sugarcane,Clay,13.74,25.0,13935138.67,125.97
Lahore,Maize,Sandy,5.0,5.0,6333296.29,308.0
Hyderabad,Rice,Sandy,18.95,20.0,39748598.88,137.06
Faisalabad,Wheat,Clay,16.06,40.0,16606871.03,87.99
Bahawalpur,Maize,Sandy,12.58,20.0,18732832.9,260.7
Sukkur,Wheat,Loam,12.42,40.0,14628466.42,31.32
Sukkur,Rice,Sandy,11.98,30.0,31139400.54,91.96
Hyderabad,Rice,Loam,19.86,40.0,23942958.29,41.25
Sargodha,Sugarcane,Clay,2.28,30.0,2719763.05,9.74
Lahore,Cotton,Clay,1.36,15.0,1396685.38,21.29
Bahawalpur,Rice,Loam,15.71,7.5,24210083.97,851.33
Bahawalpur,Sugarcane,Sandy,9.13,30.0,17820455.53,161.17
Bahawalpur,Cotton,Sandy,14.6,30.0,17208101.94,155.82
Faisalabad,Wheat,Loam,4.22,7.5,3990526.28,120.92
Sukkur,Cotton,Loam,10.05,7.5,10574103.17,121.3
Faisalabad,Wheat,Loam,6.33,10.0,6860574.59,145.67
Sargodha,Rice,Clay,2.61,50.0,2680337.79,5.81
Faisalabad,Sugarcane,Sandy,2.09,40.0,3752687.95,19.75
Multan,Cotton,Sandy,14.67,10.0,18244990.8,251.35
Hyderabad,Cotton,Loam,5.32,7.5,6242860.09,57.34
Faisalabad,Wheat,Clay,18.8,10.0,14941537.86,312.85
Sargodha,Rice,Sandy,16.39,50.0,28472661.85,62.27
Faisalabad,Sugarcane,Loam,5.49,7.5,6734133.01,197.88
Lahore,Rice,Sandy,4.9,5.0,9956751.43,485.61
Sargodha,Wheat,Sandy,7.59,40.0,12000826.13,31.54
Bahawalpur,Rice,Sandy,11.01,5.0,19679415.9,1026.08
Bahawalpur,Wheat,Clay,19.67,20.0,15070039.67,210.16
Multan,Rice,Clay,13.77,10.0,11691514.8,167.84
Multan,Cotton,Sandy,19.78,15.0,34287137.08,343.38
Multan,Maize,Sandy,16.56,40.0,17067811.03,61.46
Sargodha,Maize,Clay,4.33,15.0,3428228.51,23.62
Lahore,Rice,Sandy,12.09,5.0,27073005.61,1207.01
Lahore,Wheat,Clay,4.17,5.0,2967306.92,143.26
Bahawalpur,Sugarcane,Loam,4.42,10.0,6029294.15,164.54
Multan,Cotton,Clay,10.99,40.0,8814758.37,31.83
Multan,Cotton,Sandy,10.11,5.0,12348748.53,357.54
Lahore,Sugarcane,Loam,17.32,5.0,23203833.6,1072.05
Faisalabad,Rice,Clay,4.58,15.0,4850457.32,68.52
Faisalabad,Rice,Loam,3.64,5.0,5273485.42,227.16
Bahawalpur,Maize,Loam,13.03,20.0,13556653.49,181.75
Hyderabad,Rice,Sandy,19.73,5.0,31540175.72,471.02
Faisalabad,Maize,Sandy,3.83,20.0,4717421.32,50.77
Sargodha,Maize,Loam,13.16,40.0,12005451.09,31.1
Bahawalpur,Wheat,Sandy,9.98,30.0,16781437.45,146.61
Multan,Cotton,Loam,10.95,20.0,11664671.65,88.48
Bahawalpur,Wheat,Clay,3.66,20.0,3596520.32,50.52
Hyderabad,Cotton,Clay,16.24,5.0,15574569.97,222.18
Sukkur,Sugarcane,Loam,10.02,10.0,14461402.29,133.12
Sargodha,Sugarcane,Loam,9.34,15.0,13598072.91,101.2
Lahore,Wheat,Loam,14.25,10.0,13212400.07,308.34
Sukkur,Cotton,Loam,19.18,20.0,20740017.49,93.03
Faisalabad,Cotton,Loam,13.39,15.0,16849286.93,230.73
Hyderabad,Rice,Sandy,18.25,50.0,32832935.13,45.17
Sukkur,Cotton,Clay,7.97,30.0,7159393.19,21.58
Multan,Sugarcane,Loam,6.17,40.0,8355314.22,30.92
Sargodha,Sugarcane,Clay,12.34,7.5,14794007.7,212.54
Lahore,Cotton,Clay,3.14,25.0,3447268.44,32.8
Faisalabad,Cotton,Loam,19.4,20.0,17886239.04,203.34
Bahawalpur,Rice,Loam,15.16,7.5,24800337.4,918.46
Multan,Cotton,Sandy,2.89,7.5,4548240.38,86.92
Hyderabad,Wheat,Loam,19.7,50.0,21924162.51,31.8
Multan,Wheat,Loam,7.44,15.0,7561088.38,73.26
Sargodha,Cotton,Clay,7.94,5.0,8362742.0,172.96
Lahore,Maize,Clay,15.5,10.0,12678433.21,305.36
Hyderabad,Cotton,Sandy,13.9,30.0,24184395.28,59.6
Sargodha,Maize,Sandy,14.24,25.0,19207216.77,79.05
Multan,Sugarcane,Loam,11.46,7.5,16643178.23,333.42
Hyderabad,Cotton,Loam,2.11,5.0,2667879.22,38.89
Sargodha,Wheat,Clay,5.6,20.0,3584023.97,18.71
Lahore,Maize,Loam,9.5,20.0,9028137.46,108.77
Lahore,Maize,Loam,18.66,10.0,22097754.04,519.73
Sargodha,Wheat,Clay,14.76,7.5,9743928.35,136.78
Hyderabad,Maize,Loam,19.67,50.0,21550128.29,31.43
Hyderabad,Wheat,Clay,2.54,25.0,2757833.43,7.76
Bahawalpur,Maize,Clay,17.85,7.5,16013978.76,558.6
Sukkur,Wheat,Clay,18.02,7.5,11627081.42,140.1
Multan,Cotton,Loam,10.43,25.0,12646133.06,72.37
Bahawalpur,Maize,Clay,8.0,5.0,6210771.71,338.72
Sukkur,Maize,Clay,3.84,10.0,3291116.78,28.39
Sukkur,Rice,Clay,12.88,20.0,18752454.81,85.4
Multan,Maize,Clay,12.76,15.0,7904299.96,75.16
Faisalabad,Wheat,Sandy,5.92,50.0,10098669.88,44.98
Multan,Maize,Loam,14.95,5.0,16565857.11,481.58
Sukkur,Cotton,Clay,5.09,10.0,3767593.5,33.01
Sukkur,Sugarcane,Loam,8.27,20.0,11645391.88,54.69
Bahawalpur,Sugarcane,Loam,3.6,40.0,6171827.63,43.7
Bahawalpur,Wheat,Sandy,12.26,10.0,20453794.5,528.1
Multan,Rice,Loam,12.16,7.5,21240311.05,390.11
Multan,Cotton,Clay,1.98,10.0,1698768.23,25.51
Multan,Cotton,Sandy,6.88,5.0,8692619.76,247.51
Faisalabad,Cotton,Clay,3.07,15.0,2729615.27,39.43
Sukkur,Wheat,Loam,5.65,30.0,6684704.98,20.2
Multan,Rice,Clay,7.29,30.0,7973988.25,38.95
Faisalabad,Rice,Sandy,7.25,15.0,15664078.97,214.35
Hyderabad,Rice,Clay,7.54,5.0,8262787.74,114.93
Sukkur,Wheat,Sandy,18.5,40.0,30527369.93,70.92
Sargodha,Sugarcane,Loam,8.86,15.0,10902529.95,75.19
Hyderabad,Cotton,Sandy,19.83,30.0,35391474.14,86.73
Lahore,Wheat,Sandy,9.44,25.0,15175422.55,137.98
Lahore,Maize,Loam,14.25,30.0,16099937.01,125.17
Lahore,Maize,Sandy,11.08,50.0,14287281.92,68.96
Sukkur,Maize,Loam,9.18,50.0,9474776.44,17.32
Lahore,Rice,Sandy,10.78,25.0,15083088.93,140.34
Hyderabad,Wheat,Loam,2.68,5.0,2504442.26,35.65
Bahawalpur,Wheat,Clay,11.88,25.0,12395942.09,135.95
Faisalabad,Cotton,Sandy,15.09,20.0,24471422.13,268.07
Hyderabad,Wheat,Clay,12.64,20.0,11278517.94,38.71
Sargodha,Maize,Loam,7.69,7.5,7219997.57,100.07
Hyderabad,Cotton,Clay,1.55,10.0,1466484.36,10.04
Faisalabad,Rice,Sandy,3.17,10.0,8185734.12,169.55
Sukkur,Maize,Clay,12.36,5.0,9367005.51,175.64
Faisalabad,Maize,Sandy,18.78,50.0,25258090.02,107.17
Sargodha,Sugarcane,Loam,16.55,25.0,23565381.57,102.67
Multan,Maize,Sandy,12.64,7.5,17586199.52,342.63
Bahawalpur,Wheat,Clay,14.65,10.0,11199484.88,312.99
Multan,Wheat,Clay,2.5,50.0,2838769.11,8.47
Bahawalpur,Maize,Clay,15.28,20.0,12227761.59,166.89
Faisalabad,Rice,Sandy,11.63,15.0,16639753.41,233.32
Bahawalpur,Cotton,Loam,7.59,5.0,8699516.38,494.3
Bahawalpur,Sugarcane,Sandy,16.51,7.5,27489060.85,991.8
Lahore,Rice,Clay,14.89,15.0,20739847.32,318.22
Sargodha,Wheat,Loam,9.36,50.0,10239834.1,22.24
Multan,Wheat,Loam,12.43,30.0,12592611.71,61.71
Lahore,Sugarcane,Clay,13.37,50.0,12297721.89,56.91
Hyderabad,Rice,Sandy,9.47,25.0,25842064.99,77.68
Sukkur,Maize,Clay,5.43,30.0,4048848.01,11.69
Faisalabad,Maize,Clay,14.8,50.0,13021573.04,57.87
Sargodha,Cotton,Loam,6.47,7.5,6383345.9,96.22
Multan,Rice,Sandy,10.32,5.0,15555545.97,458.78
Faisalabad,Maize,Clay,7.27,20.0,7127492.99,74.57
Lahore,Maize,Sandy,4.47,25.0,6620246.91,60.42
Hyderabad,Maize,Sandy,8.26,30.0,11257917.08,27.84
Sukkur,Cotton,Clay,1.86,10.0,2090823.48,18.32
Hyderabad,Maize,Clay,3.73,30.0,3385551.51,8.19
Sargodha,Maize,Loam,17.73,40.0,21165773.07,54.43
Sukkur,Sugarcane,Sandy,1.57,30.0,2767559.69,8.56
Hyderabad,Rice,Clay,11.06,50.0,13411269.86,18.95
Sargodha,Rice,Clay,13.12,10.0,18742237.6,197.04
Multan,Cotton,Loam,2.92,40.0,4533604.38,17.13
Faisalabad,Sugarcane,Loam,14.07,25.0,14783987.47,133.08
Lahore,Sugarcane,Sandy,3.99,50.0,7926729.86,37.6
Lahore,Rice,Loam,6.1,20.0,10516595.42,117.65
Faisalabad,Wheat,Loam,12.92,25.0,11520739.55,103.08
Lahore,Rice,Clay,12.81,15.0,17996646.23,277.49
Faisalabad,Maize,Loam,1.45,20.0,1430166.22,14.99
Sukkur,Cotton,Clay,19.95,25.0,17874162.29,62.73
Faisalabad,Wheat,Clay,17.15,25.0,16815831.31,150.65
Faisalabad,Wheat,Sandy,1.3,20.0,1659365.83,17.44
Sargodha,Rice,Clay,6.66,20.0,7792206.36,44.26
Bahawalpur,Maize,Loam,17.06,30.0,18898468.85,168.41
Hyderabad,Wheat,Loam,11.59,40.0,10854666.2,19.7
Faisalabad,Cotton,Sandy,2.26,25.0,3222543.53,29.22
Sukkur,Maize,Sandy,19.76,30.0,27955227.06,79.74
Multan,Rice,Sandy,8.11,20.0,19389500.92,146.84
Multan,Sugarcane,Loam,4.13,5.0,6963279.89,196.1
Hyderabad,Wheat,Loam,9.01,10.0,8041766.64,55.34
Faisalabad,Maize,Sandy,15.72,25.0,23936376.0,207.53
Hyderabad,Maize,Sandy,11.46,30.0,16222935.09,37.93
Bahawalpur,Rice,Sandy,5.35,20.0,10606068.67,138.11
Sargodha,Sugarcane,Loam,19.41,30.0,21259747.8,73.51
Sukkur,Wheat,Sandy,12.43,20.0,15468874.89,68.96
Hyderabad,Maize,Sandy,10.03,15.0,12452899.74,59.21
Sukkur,Maize,Sandy,4.9,10.0,7506819.69,68.19
Hyderabad,Cotton,Loam,6.69,7.5,6564261.26,65.07
Faisalabad,Cotton,Loam,3.7,50.0,3832644.51,16.26
Lahore,Rice,Clay,5.87,7.5,6645094.87,203.81
Multan,Wheat,Sandy,19.84,25.0,29607327.38,173.14
Hyderabad,Wheat,Loam,6.99,25.0,6898835.59,20.08
Sargodha,Wheat,Loam,9.7,50.0,13095575.74,29.44
Sargodha,Sugarcane,Sandy,2.3,5.0,4129212.79,85.75
Faisalabad,Rice,Clay,17.16,15.0,19761825.74,274.43
Faisalabad,Wheat,Sandy,3.55,25.0,5817470.24,49.6
Hyderabad,Rice,Clay,4.14,7.5,5212058.42,52.5
Hyderabad,Rice,Loam,3.2,7.5,4622005.57,43.41
Lahore,Maize,Sandy,11.57,30.0,17015712.09,139.88
Faisalabad,Wheat,Clay,2.25,5.0,2081022.28,88.56
Hyderabad,Sugarcane,Clay,6.93,25.0,7957314.85,22.21
Faisalabad,Cotton,Loam,7.25,40.0,8718774.61,46.05
Multan,Cotton,Loam,2.25,5.0,2551563.97,71.62
Lahore,Wheat,Loam,2.73,50.0,3026902.84,14.38
Lahore,Maize,Loam,1.23,10.0,1237785.46,30.13
Hyderabad,Cotton,Sandy,13.07,15.0,22350896.68,112.76
Hyderabad,Cotton,Loam,8.79,40.0,9571056.05,16.82
Sukkur,Sugarcane,Loam,13.9,40.0,18772064.23,44.59
Multan,Sugarcane,Clay,18.8,15.0,17595677.06,161.75
Sargodha,Wheat,Sandy,19.6,5.0,36291204.68,757.81
Hyderabad,Cotton,Loam,14.71,25.0,15159577.24,44.11
Multan,Rice,Sandy,5.45,20.0,12573936.53,88.07
Faisalabad,Wheat,Loam,2.56,20.0,2772470.12,30.72
Bahawalpur,Cotton,Sandy,2.6,50.0,3969392.3,21.06
Lahore,Sugarcane,Sandy,6.7,50.0,9695515.66,47.85
Multan,Rice,Sandy,12.04,30.0,26660475.7,122.07
Sukkur,Wheat,Loam,2.24,30.0,2780573.62,8.14
Multan,Sugarcane,Loam,12.89,15.0,16445808.02,159.01
Multan,Maize,Sandy,19.44,5.0,26920102.63,746.27
Faisalabad,Maize,Loam,3.09,5.0,3321331.7,148.71
Sargodha,Wheat,Clay,10.77,20.0,9357844.11,50.08
Multan,Wheat,Clay,4.84,20.0,3837278.55,28.87
Sargodha,Cotton,Clay,12.97,50.0,12443497.03,26.66
Multan,Wheat,Loam,11.64,7.5,13746126.32,251.45
Sargodha,Rice,Clay,10.25,50.0,14473933.41,30.27
Sukkur,Wheat,Clay,17.53,20.0,9487675.98,41.16
Hyderabad,Maize,Sandy,15.16,25.0,21231797.72,58.33
Sukkur,Wheat,Sandy,9.34,25.0,15823313.54,55.65
Bahawalpur,Sugarcane,Sandy,7.31,20.0,11835825.76,154.65
Multan,Wheat,Clay,4.57,15.0,4154621.5,40.76
Faisalabad,Wheat,Loam,12.17,40.0,9768980.95,50.15
Hyderabad,Maize,Loam,4.33,25.0,5392845.33,14.8
Sukkur,Wheat,Loam,4.51,50.0,5123908.64,9.23
Sukkur,Maize,Loam,14.36,15.0,14830087.14,87.5
Sargodha,Cotton,Sandy,12.32,20.0,22048519.85,118.05
Sargodha,Rice,Clay,7.03,15.0,6038652.48,45.4
Bahawalpur,Wheat,Sandy,12.97,40.0,19153518.14,134.74
Sargodha,Rice,Clay,6.44,20.0,7029229.65,38.57
Lahore,Maize,Clay,19.81,7.5,16578045.0,493.96
Multan,Cotton,Clay,11.49,25.0,11011089.19,64.78
